Protein	20161003_004_10188	20161003_006_686	20161003_007_534	20161003_009_10201	20161003_010_10132	20161003_012_10130	20161003_013_217	20161003_015_442	20161003_016_10206	20161003_019_10217	20161003_020_407	20161003_022_10204	20161003_023_397	20161003_025_523	20161003_026_10198	20161003_028_562	20170428_02_heartbiopsy_1	20170428_03_heartbiopsy_2	20170428_05_heartbiopsy_4	20170428_06_heartbiopsy_5	20170428_11_heartbiopsy_3
sp|O75396|SC22B_HUMAN	13.049752	13.277364	11.676357	13.117047	10.103339	9.799502	11.0159855	10.6674795	12.315715	10.888456	10.8713875	10.463033	9.832661	11.133525	10.256043	11.133931	NaN	NaN	NaN	NaN	12.153382
sp|O75431|MTX2_HUMAN	14.812087	13.833022	14.822959	14.075576	13.382848	12.305585	15.075289	14.331185	14.024137	14.812193	14.460074	13.555382	14.419195	14.676814	13.858817	12.454965	14.215343	13.727605	13.446859	13.5429125	10.958042
sp|O75438|NDUB1_HUMAN	14.511376	15.003655	14.358341	14.576156	13.662546	13.862015	13.042756	14.232859	14.641565	14.147165	14.097948	13.630825	14.337232	14.720024	14.265563	14.087139	15.95961	14.768095	14.659152	15.117164	12.90334
sp|O75439|MPPB_HUMAN	12.91892	13.498948	12.829017	13.766492	13.2274	14.708972	13.470755	12.841111	14.06782	13.409075	12.671885	13.220552	13.171663	12.749924	13.454528	14.536988	11.633069	11.681574	12.08392	11.554229	10.344969
sp|O75489|NDUS3_HUMAN	15.945727	16.408186	16.188803	16.385464	16.248434	17.291512	14.685247	16.017838	16.822166	16.428047	15.717111	16.056988	16.345276	16.00898	16.391245	17.386322	17.975258	17.33133	17.566332	17.705593	16.860445
sp|O75521|ECI2_HUMAN	13.878092	13.830493	13.418401	13.936511	13.175774	14.430858	14.584836	13.794194	14.628328	14.201628	13.461164	13.905147	14.255221	13.880738	14.015904	14.665103	13.502023	13.165475	12.978952	13.122409	13.85561
sp|O75531|BAF_HUMAN	12.565413	12.257731	13.33188	12.340916	14.38134	14.11326	13.34799	13.2834635	12.823454	13.258768	13.187198	13.465754	13.2516985	12.593927	12.882467	13.237434	13.636151	11.8853245	12.4200945	12.728128	14.687972
sp|O75608|LYPA1_HUMAN	9.862393	10.370126	9.005901	10.704624	10.1825	9.565312	9.585372	11.369318	10.140864	10.312325	10.369174	10.061303	9.8675	10.369102	10.877431	10.64228	NaN	6.632198	12.192413	5.0495963	11.172911
sp|O75746|CMC1_HUMAN	15.5656185	15.41553	15.460385	15.355514	14.112956	13.47208	16.114985	14.975662	15.009879	15.179567	14.772968	14.058594	14.925843	15.783855	14.556391	14.581287	20.886099	19.84179	20.198168	20.73952	13.762806
sp|O75874|IDHC_HUMAN	11.987694	11.762181	12.040967	11.288949	13.263549	13.113326	12.236167	12.405229	12.048736	11.853914	11.800359	12.67675	12.077964	11.217489	11.973167	12.49657	7.4935026	7.642776	8.6208515	8.46279	3.9361126
sp|O75915|PRAF3_HUMAN	12.952812	12.43139	13.7697525	12.261137	11.007336	8.820436	13.564566	12.536503	11.8571615	12.241623	13.011196	11.582212	12.116121	13.535167	10.861661	9.207193	14.112326	13.980625	12.208522	12.421353	15.649124
sp|O75923|DYSF_HUMAN	12.804635	12.222948	12.446761	11.647383	12.831516	11.134744	12.1433525	11.805107	11.227016	11.643181	11.820597	11.448964	11.979903	12.110252	11.271669	11.379745	10.075004	8.2725525	8.934721	10.170372	10.337299
sp|O75947|ATP5H_HUMAN	16.829296	16.993298	16.64072	17.36684	17.23573	18.486275	16.392805	17.329617	17.243597	17.27043	16.333569	17.593739	17.058304	16.68827	17.64881	17.866827	17.621984	18.133247	18.318924	18.441605	17.55003
sp|O75955|FLOT1_HUMAN	10.674685	10.770849	11.550611	10.752609	12.1582775	11.510424	11.529819	11.313366	10.584326	11.61375	12.00062	11.417836	10.330312	11.400246	10.220698	10.230331	8.179597	4.8141527	8.231476	9.565426	13.310522
sp|O75964|ATP5L_HUMAN	17.143959	17.098507	16.599678	17.494337	17.060959	17.54677	16.900719	17.140457	17.605701	17.291119	16.844147	17.461792	17.145924	17.142488	17.388699	17.914492	20.492493	20.439476	20.305931	20.04933	19.236897
sp|O76041|NEBL_HUMAN	16.299309	16.379541	15.838123	16.516342	16.801233	17.123272	16.053858	16.304005	16.382511	16.081957	15.797452	16.587755	15.971736	15.6578865	16.952772	16.80973	14.168501	14.643455	14.614499	14.604544	18.184885
sp|O76070|SYUG_HUMAN	NaN	NaN	NaN	NaN	9.080274	4.7708173	8.79546	2.815985	NaN	1.7468288	-0.75087214	NaN	-2.0757358	-1.9578398	2.7419508	7.0415225	NaN	NaN	NaN	NaN	NaN
sp|O94826|TOM70_HUMAN	10.182017	10.345595	10.277105	10.534855	8.068746	7.6666226	11.304675	10.221108	9.716735	9.951174	10.63743	8.06752	10.267478	10.882339	8.12589	NaN	NaN	4.2965565	NaN	NaN	NaN
sp|O94874|UFL1_HUMAN	8.607479	NaN	9.450777	7.4251943	5.5823126	NaN	8.548632	6.4646306	7.505637	8.77566	8.81434	3.6739137	8.026944	8.310652	NaN	1.755754	NaN	NaN	NaN	NaN	NaN
sp|O94875|SRBS2_HUMAN	18.055477	18.28414	18.0346	17.867636	18.610428	18.540531	18.219713	17.336727	17.814539	18.28517	17.692196	18.231031	17.51334	17.793533	18.567411	18.091072	15.5985	15.503232	15.2045765	15.246556	17.469921
sp|O94929|ABLM3_HUMAN	7.1051087	8.245791	7.398895	7.8908925	8.212023	8.850374	5.4981194	7.4681616	7.857877	6.7579985	6.9739513	7.6078615	7.464903	6.599501	6.10614	8.15946	8.970312	NaN	7.9901204	NaN	NaN
sp|O95139|NDUB6_HUMAN	14.5977125	15.037558	14.192375	14.781772	12.099379	13.021599	10.65523	13.691908	14.160866	13.223314	13.065376	12.460026	12.933935	13.975407	13.241249	13.155077	5.0953283	8.225294	-2.672117	3.9880962	11.384625
sp|O95140|MFN2_HUMAN	11.649628	11.119604	11.4939	10.993288	8.841252	6.405648	11.596242	10.614321	10.075729	10.655003	10.779202	9.340975	10.222754	11.278057	9.334035	8.319411	8.99384	9.6845	9.747999	10.081842	NaN
sp|O95155|UBE4B_HUMAN	14.675301	15.577661	14.997016	15.413896	15.7388525	16.44502	13.621988	14.810168	15.037915	14.927246	13.755739	15.257854	13.979782	14.230643	15.759699	15.718614	10.824387	10.21208	9.574195	9.883328	9.912395
sp|O95167|NDUA3_HUMAN	15.752307	15.835631	15.665253	16.00151	15.875701	16.197018	13.812743	16.018337	16.314213	16.16049	15.49359	15.718673	16.134975	15.650179	15.730347	16.684847	12.410763	12.865765	13.952471	13.388877	12.752911
sp|O95168|NDUB4_HUMAN	15.31556	15.8970585	15.044333	15.736197	14.354307	15.025798	12.786434	15.011083	15.682479	15.558857	14.957772	14.799292	15.352925	15.511398	15.318312	16.18781	16.048471	14.891781	15.155804	15.702084	16.58967
sp|O95169|NDUB8_HUMAN	15.069481	15.357539	14.954212	14.75426	12.648079	11.7863035	12.197463	14.205292	14.604787	14.212873	14.178343	12.871242	14.202702	15.031742	13.4540825	12.911226	14.120033	11.485876	11.97601	12.510582	13.867573
sp|O95182|NDUA7_HUMAN	15.214931	15.936579	15.187995	16.326994	15.597142	17.211847	12.706863	16.099075	16.075075	15.959318	15.252259	16.085247	16.038357	15.492216	16.338017	17.197937	16.057459	15.387382	15.675236	16.468637	15.836564
sp|O95202|LETM1_HUMAN	12.547941	12.894272	11.961743	12.51319	10.916901	10.770168	13.136708	12.0187235	12.347711	12.097235	11.867417	11.918912	11.694444	12.424836	12.064312	10.991429	15.600292	17.852787	17.459826	16.13929	16.057255
sp|O95210|STBD1_HUMAN	11.800366	9.84774	11.589411	10.069996	10.7937975	9.737144	11.935351	10.694285	9.668367	10.935152	10.628504	10.487843	10.591497	10.02492	9.191601	8.563043	12.411366	12.162785	11.974808	11.62666	10.157721
sp|O95292|VAPB_HUMAN	12.110877	12.295036	11.971226	11.8728485	11.375286	10.163526	12.069348	11.685305	11.77797	11.700512	11.836206	11.6278105	11.751015	12.184077	10.725617	10.406275	11.144905	4.366626	7.6231384	NaN	7.7964716
sp|O95298|NDUC2_HUMAN	14.099139	14.356049	14.528323	14.208499	12.312449	12.090239	12.332818	13.640676	13.856753	13.940981	13.929716	12.605485	14.402956	14.704396	12.871129	13.25242	15.091809	14.486036	14.239589	14.264025	14.94552
sp|O95299|NDUAA_HUMAN	16.25273	15.612658	16.052797	15.987601	15.278504	15.529796	14.305327	16.028835	16.461937	16.718084	16.163248	15.568593	16.513039	16.20739	16.126886	15.482943	16.3505	17.148968	17.00573	16.233328	17.0551
sp|O95425|SVIL_HUMAN	13.593568	12.986148	14.035889	13.334826	13.494649	13.1676855	14.165623	13.442234	13.060069	13.153191	13.464822	12.032963	12.657337	13.555684	11.645475	11.516905	11.447795	10.661773	6.9779663	8.739765	14.224222
sp|O95563|MPC2_HUMAN	13.914246	13.368001	13.514126	12.863758	12.399064	10.801539	14.1111965	13.673194	12.996759	13.532866	13.881106	12.592859	13.45189	14.443767	12.6286545	10.624733	12.410528	12.416922	10.78455	11.257081	10.263963
sp|O95674|CDS2_HUMAN	10.113977	9.195641	11.534627	6.8284106	6.71466	NaN	11.64325	9.732293	7.283917	9.480713	10.256617	6.9858265	8.159576	10.409934	6.1108685	2.9739783	NaN	NaN	NaN	NaN	10.04319
sp|O95747|OXSR1_HUMAN	12.14337	11.207622	10.153309	6.983898	9.455563	9.664381	10.6578045	8.997876	7.765416	9.822096	9.9067955	9.4859085	10.097565	9.95066	7.9046364	5.348649	13.002269	13.170018	12.546795	12.522429	11.719234
sp|O95757|HS74L_HUMAN	8.448906	8.727332	8.480675	9.460179	9.152667	9.07077	8.695621	9.022063	8.30285	8.134342	8.704973	9.236159	8.826167	8.509153	9.225678	9.045304	8.590805	7.803555	5.61782	5.122019	NaN
sp|O95810|SDPR_HUMAN	13.508075	13.818466	13.2711315	14.128794	14.815861	15.3575735	13.455615	13.940435	14.011484	13.949827	13.250165	14.598193	13.625549	13.02431	14.289612	15.032885	13.084045	14.0790415	13.652892	14.026333	13.992814
sp|O95816|BAG2_HUMAN	9.751912	8.714867	9.927507	9.652004	11.286166	11.551559	10.36963	10.392589	10.142795	10.1982	9.797325	10.650312	10.07904	9.504339	10.267841	9.8502445	7.5556183	9.959438	9.674047	10.753957	NaN
sp|O95817|BAG3_HUMAN	14.728134	14.968179	14.411949	14.921104	15.083355	16.07822	14.36232	14.568545	15.075288	14.635126	13.879991	14.609812	13.992092	13.843575	15.139633	15.2355175	14.841039	13.372105	12.729996	12.893624	14.65916
sp|O95822|DCMC_HUMAN	13.5456295	13.398471	12.901573	13.413238	10.868387	11.084928	13.49937	13.068105	12.890107	13.04426	12.750684	11.766131	12.815736	13.9221115	12.232921	11.433151	11.703367	12.186346	11.746564	11.330978	9.772171
sp|O95831|AIFM1_HUMAN	16.317646	16.404068	15.950547	16.406036	14.879297	15.782641	16.764883	16.008865	16.052916	16.298079	15.751948	15.889728	16.017979	16.119843	16.035196	16.49958	17.019453	16.1921	16.536411	17.2094	16.49929
sp|O95834|EMAL2_HUMAN	9.029658	7.2129765	9.93977	6.7690425	7.3017383	4.137807	9.151862	9.743792	6.106874	8.69413	9.942253	6.7784786	8.559608	10.091395	6.3802032	6.1129518	6.6885157	NaN	NaN	7.308955	NaN
sp|O95865|DDAH2_HUMAN	12.050399	12.842665	11.902774	12.721872	13.135757	12.820498	12.0412445	12.23954	12.05687	11.940887	11.9040365	12.261858	11.512819	11.620759	12.880347	13.504028	8.362186	7.3387623	8.314789	10.950028	15.094929
sp|O96000|NDUBA_HUMAN	15.52694	15.924781	15.594212	15.876377	15.666594	16.825283	14.471757	16.05479	16.026756	16.09487	15.61967	15.866279	16.290497	15.735609	16.0509	16.74444	15.982157	16.703957	16.683771	15.817571	15.540934
sp|O96008|TOM40_HUMAN	8.284723	7.365178	9.798698	6.308515	7.9264407	NaN	10.280339	10.136793	7.3748994	8.46644	10.222504	9.295753	10.132361	9.719967	8.192974	NaN	10.213122	9.344328	8.402101	9.249288	11.046516
sp|P00167|CYB5_HUMAN	11.094472	11.560536	12.009638	9.824613	12.797406	12.929466	12.494873	12.131977	10.613869	11.85132	12.548254	12.949266	12.763796	12.071751	11.519948	11.306137	4.4324555	NaN	4.6850433	7.085573	7.805136
sp|P00325|ADH1B_HUMAN	12.329771	12.767607	13.881141	10.741918	13.674118	10.094753	12.796385	13.551484	11.368063	11.988464	13.103189	13.591204	13.527494	12.598933	11.529062	13.288978	13.285925	12.574307	12.770761	14.313718	11.420977
sp|P00326|ADH1G_HUMAN	11.903489	12.196107	14.479775	6.227306	13.575274	NaN	13.082149	13.893062	6.296376	10.781197	13.564679	13.229341	13.090104	13.15426	10.976452	6.729448	NaN	7.439178	7.5095825	NaN	NaN
sp|P00338|LDHA_HUMAN	14.1136675	13.747833	14.130457	14.006377	13.7945385	13.006994	13.59097	13.865458	14.119491	14.34873	14.780876	14.68786	14.735365	14.159703	13.632978	14.448328	15.604716	15.837167	15.808072	15.684914	14.382394
sp|P00352|AL1A1_HUMAN	9.973509	11.420444	10.232907	10.263819	11.493608	11.762537	10.010565	12.974072	9.880871	8.595198	11.32375	10.166925	10.817881	11.132776	11.332195	12.243391	NaN	NaN	NaN	NaN	13.147797
sp|P00367|DHE3_HUMAN	14.625182	14.875272	14.224028	15.216291	14.703435	15.489634	15.229297	14.761128	14.774396	15.06539	14.531796	14.807292	14.698527	15.026407	15.46645	15.026786	15.610814	15.222967	15.721008	15.845961	12.7149
sp|P00387|NB5R3_HUMAN	15.587335	15.056202	15.136413	14.960231	12.8081	11.198113	15.070735	14.234853	14.167639	14.396782	14.910445	13.221878	13.887164	15.068024	13.600506	11.905605	16.54276	15.952305	14.920315	15.068498	14.282247
sp|P00390|GSHR_HUMAN	11.665356	11.065022	12.472665	12.566209	13.05983	13.31315	12.263261	12.178668	12.702909	13.345139	11.504083	12.745056	12.187155	10.900233	12.471286	12.999968	8.914482	NaN	0.55076045	NaN	10.848312
sp|P00403|COX2_HUMAN	17.721521	17.199991	17.665838	16.035812	14.912738	13.591177	16.29838	16.962467	16.128574	17.005604	16.778334	15.601134	16.615871	18.14922	15.953283	13.45548	19.318766	17.839863	16.594666	17.594019	17.673607
sp|P00441|SODC_HUMAN	6.262753	9.721235	9.80191	6.3545847	9.73558	9.338456	9.895356	10.971571	8.261451	8.613213	10.361983	9.007545	10.872516	9.673282	8.408416	9.829594	NaN	NaN	NaN	NaN	NaN
sp|P00450|CERU_HUMAN	11.587834	11.476502	12.128297	11.856387	13.48671	9.500301	11.554264	12.104035	11.528162	11.482878	13.459005	10.768744	12.743641	12.053377	11.407953	12.435074	13.150456	13.081851	14.522468	14.847389	14.588619
sp|P00451|FA8_HUMAN	9.697973	9.789393	9.921582	9.777968	10.19281	9.879115	9.555325	9.576355	8.844572	9.595819	9.5215	9.376875	9.39826	8.955617	9.57552	9.914622	NaN	NaN	NaN	NaN	NaN
sp|P00488|F13A_HUMAN	11.741941	11.134485	13.313815	8.905136	13.304731	10.26707	12.292702	12.116099	13.880351	12.751165	13.243775	12.076176	13.514771	11.947728	11.718316	10.000614	11.661862	12.230759	12.583057	12.874682	12.602233
sp|P00505|AATM_HUMAN	18.952587	18.710854	18.760696	19.490566	18.515673	18.986204	19.408123	19.106773	19.332603	19.516693	18.280886	19.536514	19.067333	19.032915	19.471754	19.584074	19.4858	19.77393	20.222631	19.799103	19.478056
sp|P00558|PGK1_HUMAN	17.87268	17.964527	18.05374	18.092136	18.40948	18.180437	17.84122	18.259487	17.757427	18.096134	17.910994	18.360893	18.161304	17.720388	18.216406	18.404295	18.262905	19.137863	19.225563	18.543621	19.914263
sp|P00568|KAD1_HUMAN	15.475325	15.775159	15.785318	15.543626	16.256763	15.730355	15.822314	16.249752	15.225828	15.722128	15.681485	16.19825	16.383976	15.685015	16.101215	16.185844	15.49033	16.862858	16.877548	16.928198	16.70998
sp|P00734|THRB_HUMAN	9.794279	10.67444	10.585171	11.064919	12.310829	7.66005	8.702002	11.541804	10.221444	7.9406304	12.33276	8.948212	11.243664	9.435294	10.712627	10.480939	11.711682	NaN	9.747816	11.088385	8.702337
sp|P00738|HPT_HUMAN	13.515262	13.106882	14.174506	13.291688	15.84345	13.382839	12.987073	15.115328	15.505303	13.490229	15.844865	14.590303	15.411445	15.194345	15.591362	15.392738	12.194061	11.171758	8.612071	12.423953	8.693285
sp|P00740|FA9_HUMAN	11.044027	9.180348	10.987503	9.592131	10.980691	8.660965	11.035526	11.041685	9.116348	9.600115	11.611376	10.1629305	11.08783	11.43586	10.319086	8.465984	7.1916914	10.01488	9.188956	7.1991463	10.339237
sp|P00747|PLMN_HUMAN	12.625771	11.535603	12.128664	11.3753395	12.851704	11.445432	12.142199	13.103344	12.23574	11.159424	13.768935	11.898082	13.100082	12.654568	12.623505	11.72708	7.6761665	12.066168	9.690372	10.054234	13.626148
sp|P00751|CFAB_HUMAN	10.512685	9.455999	10.501922	9.486129	10.867216	9.079939	9.845816	11.412016	10.467406	9.314362	11.47329	8.705749	11.076561	10.910406	9.757678	10.775438	5.917741	NaN	2.7818608	6.330323	9.871353
sp|P00846|ATP6_HUMAN	14.870492	14.372565	15.188172	13.308293	12.441993	8.486954	14.569208	14.502416	13.798493	14.343683	14.629501	13.494651	14.11472	15.677729	13.146123	9.595306	13.885779	13.613925	11.563894	12.803705	9.366398
sp|P00915|CAH1_HUMAN	14.886025	15.3624115	16.912874	16.507044	17.457285	14.559792	16.8794	16.269878	17.621876	15.039831	16.815752	17.803362	18.047798	16.595066	17.692976	16.941391	17.211014	14.406032	17.419237	19.545013	18.672989
sp|P00918|CAH2_HUMAN	11.67997	11.640087	13.681215	12.482642	14.306089	11.149895	13.177568	13.21422	13.952824	12.298714	14.03466	14.415691	14.544407	13.28347	14.006192	12.553259	12.768622	12.697905	13.699073	13.74302	14.419669
sp|P01008|ANT3_HUMAN	11.35798	9.776412	11.731059	12.368756	12.018758	7.5855484	8.855298	11.345428	10.843774	9.424738	11.811021	9.545687	12.113009	10.075758	13.117394	10.936313	8.178822	11.187337	11.87805	10.365292	13.190228
sp|P01009|A1AT_HUMAN	16.190735	15.466461	16.352003	15.0384865	17.66565	15.238961	15.681149	16.634659	16.636677	16.085768	16.880777	15.676177	17.154915	15.934914	16.332752	17.01167	17.792337	18.394798	19.5289	18.932472	19.290485
sp|P01011|AACT_HUMAN	12.106173	11.748232	13.507635	13.152699	13.705093	11.24718	12.116099	13.065509	13.804475	12.106636	13.217556	11.885014	13.652351	12.627852	12.246362	13.440688	10.020876	12.466519	11.242692	11.671002	12.6052065
sp|P01019|ANGT_HUMAN	10.191489	9.759755	10.659561	11.006355	10.99173	7.3134303	10.519914	11.148223	9.261735	8.640823	12.1264925	9.537219	11.623318	9.835781	8.652657	9.278716	NaN	NaN	14.077664	11.862097	9.70113
sp|P01023|A2MG_HUMAN	10.715906	10.631283	11.905169	11.194395	12.526145	8.302453	10.554081	13.056843	11.1418705	10.437283	12.804806	11.91402	12.973917	11.412358	10.684	11.150297	NaN	8.461006	10.1164255	3.1710331	8.638561
sp|P01024|CO3_HUMAN	13.667364	13.3278265	13.935645	13.519277	14.95931	13.86824	13.50447	14.208991	13.928377	13.722811	14.347766	13.756872	14.005418	13.739372	14.083823	13.956618	14.5251875	13.282337	12.867946	13.863511	11.882503
sp|P01031|CO5_HUMAN	6.806264	0.5082686	8.945922	NaN	10.8201685	5.1972938	9.329282	9.463188	5.277115	NaN	10.680841	8.018673	9.143525	8.58871	4.991889	6.041738	NaN	NaN	NaN	NaN	NaN
sp|P01040|CYTA_HUMAN	10.004698	11.100969	8.729597	10.57469	9.988956	10.504425	9.311	8.480718	12.887743	10.22459	6.772831	15.15263	8.403577	7.2934628	10.053956	12.596748	NaN	NaN	5.49647	5.042694	4.0911303
sp|P01042|KNG1_HUMAN	11.40142	10.584311	11.527269	10.9555645	12.610414	11.340965	10.555314	11.934076	10.637603	10.416309	12.236278	10.683	12.114568	10.915163	11.203639	11.768758	11.9470215	8.644432	11.570636	11.452122	12.973045
sp|P01624|KV306_HUMAN : sp|P04207|KV308_HUMAN	9.854823	10.251142	10.385438	11.072186	11.316578	10.018564	10.5932	11.236782	11.328421	10.074657	11.2775345	10.953648	11.342665	9.989588	11.064504	11.3076315	9.555171	NaN	NaN	10.163044	NaN
sp|P01762|HV301_HUMAN	10.9060545	10.59993	11.420666	11.793129	12.247539	10.134415	10.577225	12.2127905	12.955089	11.202833	11.853852	11.61971	12.270203	11.148372	12.295848	12.135696	12.132782	11.736439	10.721815	11.087843	16.828686
sp|P01765|HV304_HUMAN	12.545323	12.07949	12.630206	12.213151	12.503641	11.879927	12.455429	13.123512	13.5007515	11.206495	13.235826	12.522973	13.100621	12.199282	12.416755	13.5035305	11.596475	11.694765	NaN	13.761506	13.958472
sp|P01769|HV308_HUMAN	7.5765767	8.633398	8.349034	7.6011143	9.864556	8.731589	9.484655	11.226427	9.149534	7.1638017	11.113745	8.653353	10.10178	9.785009	9.8699665	8.07826	NaN	NaN	NaN	NaN	NaN
sp|P01780|HV319_HUMAN	7.974299	NaN	7.1632657	5.7797976	7.5408487	0.6224427	9.989714	8.37425	NaN	7.921884	10.333967	6.2827454	9.447315	9.338698	6.124049	6.23878	NaN	NaN	NaN	NaN	9.883656
sp|P01781|HV320_HUMAN	9.092371	9.942011	9.114338	10.4608965	10.785128	9.923236	9.819339	10.450989	10.973549	10.045982	11.228293	9.78658	10.41907	9.858879	9.66616	9.956451	NaN	3.9748735	NaN	NaN	10.938105
sp|P01825|HV207_HUMAN	7.380437	6.8099937	7.6472473	7.8403754	8.367094	6.785196	8.736	9.597133	8.572664	7.6014028	10.247701	8.317705	9.731871	7.5706835	7.828556	7.34619	9.621645	4.289356	6.537985	7.3288374	7.892165
sp|P01834|IGKC_HUMAN	17.058723	17.124023	16.934553	17.350079	17.879677	17.047533	17.487398	18.518108	17.660654	17.294535	18.311787	17.585537	18.140717	17.247343	17.509464	17.181574	18.07604	18.031345	17.797369	18.770044	17.086052
sp|P01857|IGHG1_HUMAN	16.902803	17.151123	17.575413	17.496178	18.218855	17.242117	18.22238	18.351048	18.172897	17.51688	17.55587	17.916348	18.196354	17.119732	17.94517	17.445793	18.187984	18.601444	18.654593	19.103857	18.633541
sp|P01859|IGHG2_HUMAN	15.461424	15.48841	14.905819	15.725569	15.552634	14.526151	15.340991	16.303349	14.981579	15.091768	17.453089	15.207086	16.076138	15.541616	16.209457	15.098662	15.8314905	16.749958	17.204437	16.478539	17.80935
sp|P01860|IGHG3_HUMAN	8.782045	7.540651	7.5984373	8.022667	10.129537	9.594275	10.034812	14.211004	10.022794	7.9494157	11.687048	8.195876	11.150411	9.8827505	10.107691	7.4061904	NaN	NaN	NaN	NaN	11.159202
sp|P01861|IGHG4_HUMAN	8.41393	8.536898	NaN	5.2975826	7.5583215	6.885005	5.176792	11.295032	NaN	NaN	9.487265	5.226577	8.796467	7.684437	9.074857	6.583928	NaN	NaN	NaN	NaN	NaN
sp|P01871|IGHM_HUMAN	11.734785	10.753417	12.543786	11.359816	13.22797	11.097539	13.222829	13.05509	11.748412	11.074873	13.48114	11.657139	13.438027	12.41259	10.339088	10.428788	10.881965	NaN	NaN	9.085551	9.680899
